Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8
OG0031727	AT3G14395.1|PACid_19658478		
OG0031728	AT3G55660.1|PACid_19658485		
OG0031729	AT3G02740.1|PACid_19658489		
OG0031730	AT3G63400.1|PACid_19658495		
OG0031731	AT3G57250.1|PACid_19658506		
OG0031732	AT3G44171.1|PACid_19658511		
OG0031733	AT3G05180.1|PACid_19658564		
OG0031734	AT3G54870.1|PACid_19658573		
OG0031735	AT3G07740.4|PACid_19658591		
OG0031736	AT3G51400.1|PACid_19658615		
OG0031737	AT3G62780.1|PACid_19658634		
OG0031738	AT3G13040.1|PACid_19658640		
OG0031739	AT3G15910.1|PACid_19658642		
OG0031740	AT3G25060.1|PACid_19658645		
OG0031741	AT3G04184.1|PACid_19658648		
OG0031742	AT3G05080.1|PACid_19658649		
OG0031743	AT3G62890.1|PACid_19658668		
OG0031744	AT3G01472.1|PACid_19658669		
OG0031745	AT3G12910.1|PACid_19658673		
OG0031746	AT3G24250.1|PACid_19658676		
OG0031747	AT3G04855.1|PACid_19658678		
OG0031748	AT3G44006.1|PACid_19658688		
OG0031749	AT3G63360.1|PACid_19658689		
OG0031750	AT3G01250.1|PACid_19658695		
OG0031751	AT3G10195.1|PACid_19658703		
OG0031752	AT3G63210.1|PACid_19658705		
OG0031753	AT3G15130.1|PACid_19658743		
OG0031754	AT3G02150.2|PACid_19658749		
OG0031755	AT3G15548.1|PACid_19658760		
OG0031756	AT3G50390.1|PACid_19658788		
OG0031757	AT3G20470.1|PACid_19658799		
OG0031758	AT3G54240.1|PACid_19658814		
OG0031759	AT3G25700.1|PACid_19658823		
OG0031760	AT3G62620.1|PACid_19658837		
OG0031761	AT3G49540.1|PACid_19658840		
OG0031762	AT3G23060.1|PACid_19658843		
OG0031763	AT3G04000.1|PACid_19658844		
OG0031764	AT3G48890.1|PACid_19658847		
OG0031765	AT3G04570.1|PACid_19658861		
OG0031766	AT3G28917.1|PACid_19658868		
OG0031767	AT3G43829.1|PACid_19658879		
OG0031768	AT3G03341.1|PACid_19658900		
OG0031769	AT3G01970.1|PACid_19658911		
OG0031770	AT3G30778.1|PACid_19658922		
OG0031771	AT3G18250.1|PACid_19658952		
OG0031772	AT3G16930.1|PACid_19658956		
OG0031773	AT3G10680.1|PACid_19658963		
OG0031774	AT3G13065.1|PACid_19658971		
OG0031775	AT3G54740.2|PACid_19658973		
OG0031776	AT3G56470.1|PACid_19658981		
OG0031777	AT3G28170.1|PACid_19658985		
OG0031778	AT3G50950.2|PACid_19658994		
OG0031779	AT3G54920.1|PACid_19658995		
OG0031780	AT3G47836.1|PACid_19659001		
OG0031781	AT3G58840.1|PACid_19659010		
OG0031782	AT3G04850.1|PACid_19659017		
OG0031783	AT3G32052.1|PACid_19659025		
OG0031784	AT3G47480.1|PACid_19659059		
OG0031785	AT3G24270.1|PACid_19659091		
OG0031786	AT3G13227.1|PACid_19659093		
OG0031787	AT3G31051.1|PACid_19659095		
OG0031788	AT3G42380.1|PACid_19659103		
OG0031789	AT3G42385.1|PACid_19659111		
OG0031790	AT3G05050.1|PACid_19659112		
OG0031791	AT3G17890.1|PACid_19659116		
OG0031792	AT3G46150.1|PACid_19659120		
OG0031793	AT3G45290.1|PACid_19659121		
OG0031794	AT3G51880.2|PACid_19659130		
OG0031795	AT3G55870.1|PACid_19659144		
OG0031796	AT3G50682.1|PACid_19659179		
OG0031797	AT3G16117.1|PACid_19659208		
OG0031798	AT3G10410.1|PACid_19659212		
OG0031799	AT3G20910.1|PACid_19659217		
OG0031800	AT3G06370.1|PACid_19659220		
OG0031801	AT3G58810.1|PACid_19659225		
OG0031802	AT3G30805.1|PACid_19659227		
OG0031803	AT3G30842.1|PACid_19659234		
OG0031804	AT3G51915.1|PACid_19659239		
OG0031805	AT3G60010.1|PACid_19659246		
OG0031806	AT3G47620.1|PACid_19659249		
OG0031807	AT3G60380.1|PACid_19659259		
OG0031808	AT3G23171.1|PACid_19659262		
OG0031809	AT3G25190.1|PACid_19659271		
OG0031810	AT3G28590.1|PACid_19659273		
OG0031811	AT3G44091.1|PACid_19659281		
OG0031812	AT3G48580.1|PACid_19659287		
OG0031813	AT3G46086.1|PACid_19659302		
OG0031814	AT3G01080.1|PACid_19659310		
OG0031815	AT3G51644.1|PACid_19659315		
OG0031816	AT3G21371.1|PACid_19659321		
OG0031817	AT3G63480.1|PACid_19659326		
OG0031818	AT3G25655.1|PACid_19659343		
OG0031819	AT3G49230.1|PACid_19659353		
OG0031820	AT3G60410.1|PACid_19659355		
OG0031821	AT3G12340.1|PACid_19659366		
OG0031822	AT3G61150.1|PACid_19659374		
OG0031823	AT3G61980.1|PACid_19659390		
OG0031824	AT3G26130.1|PACid_19659391		
OG0031825	AT3G19274.1|PACid_19659416		
OG0031826	AT3G01410.1|PACid_19659419		
OG0031827	AT3G05720.1|PACid_19659423		
OG0031828	AT3G20620.1|PACid_19659433		
OG0031829	AT3G32896.1|PACid_19659437		
OG0031830	AT3G31350.1|PACid_19659441		
OG0031831	AT3G08636.1|PACid_19659448		
OG0031832	AT3G60840.1|PACid_19659464		
OG0031833	AT3G29080.1|PACid_19659469		
OG0031834	AT3G43153.1|PACid_19659470		
OG0031835	AT3G54760.1|PACid_19659477		
OG0031836	AT3G58550.1|PACid_19659484		
OG0031837	AT3G04997.1|PACid_19659493		
OG0031838	AT3G63260.1|PACid_19659496		
OG0031839	AT3G61160.2|PACid_19659532		
OG0031840	AT3G27328.1|PACid_19659549		
OG0031841	AT3G52302.1|PACid_19659559		
OG0031842	AT3G61571.1|PACid_19659560		
OG0031843	AT3G50240.1|PACid_19659588		
OG0031844	AT3G28321.1|PACid_19659591		
OG0031845	AT3G24516.1|PACid_19659601		
OG0031846	AT3G26934.1|PACid_19659612		
OG0031847	AT3G32100.1|PACid_19659617		
OG0031848	AT3G15530.1|PACid_19659625		
OG0031849	AT3G26147.1|PACid_19659638		
OG0031850	AT3G02920.2|PACid_19659641		
OG0031851	AT3G03580.1|PACid_19659644		
OG0031852	AT3G29195.1|PACid_19659677		
OG0031853	AT3G26511.1|PACid_19659678		
OG0031854	AT3G54320.1|PACid_19659687		
OG0031855	AT3G27800.1|PACid_19659691		
OG0031856	AT3G60760.1|PACid_19659701		
OG0031857	AT3G44960.1|PACid_19659705		
OG0031858	AT3G18550.1|PACid_19659714		
OG0031859	AT3G26616.1|PACid_19659725		
OG0031860	AT3G63052.1|PACid_19659733		
OG0031861	AT3G29633.1|PACid_19659734		
OG0031862	AT3G61117.1|PACid_19659744		
OG0031863	AT3G24890.2|PACid_19659751		
OG0031864	AT3G61230.1|PACid_19659754		
OG0031865	AT3G30720.1|PACid_19659769		
OG0031866	AT3G45190.1|PACid_19659778		
OG0031867	AT3G07870.1|PACid_19659780		
OG0031868	AT3G43833.1|PACid_19659783		
OG0031869	AT3G61389.1|PACid_19659792		
OG0031870	AT3G28243.1|PACid_19659797		
OG0031871	AT3G10930.1|PACid_19659803		
OG0031872	AT3G47660.1|PACid_19659811		
OG0031873	AT3G23380.1|PACid_19659832		
OG0031874	AT3G18485.1|PACid_19659836		
OG0031875	AT3G50808.1|PACid_19659864		
OG0031876	AT3G24515.1|PACid_19659896		
OG0031877	AT3G14330.1|PACid_19659898		
OG0031878	AT3G08560.1|PACid_19659909		
OG0031879	AT3G60647.1|PACid_19659920		
OG0031880	AT3G48131.1|PACid_19659954		
OG0031881	AT3G17750.1|PACid_19659981		
OG0031882	AT3G42390.1|PACid_19659985		
OG0031883	AT3G10572.1|PACid_19659986		
OG0031884	AT3G44740.1|PACid_19659992		
OG0031885	AT3G44990.1|PACid_19659993		
OG0031886	AT3G14340.1|PACid_19659994		
OG0031887	AT3G63230.2|PACid_19660005		
OG0031888	AT3G15357.1|PACid_19660016		
OG0031889	AT3G15578.1|PACid_19660023		
OG0031890	AT3G41762.1|PACid_19660056		
OG0031891	AT3G48410.1|PACid_19660064		
OG0031892	AT3G19370.1|PACid_19660073		
OG0031893	AT3G14480.1|PACid_19660090		
OG0031894	AT3G52920.1|PACid_19660104		
OG0031895	AT3G20520.1|PACid_19660113		
OG0031896	AT3G08762.1|PACid_19660121		
OG0031897	AT3G46860.1|PACid_19660125		
OG0031898	AT3G51740.1|PACid_19660136		
OG0031899	AT3G03626.1|PACid_19660139		
OG0031900	AT3G16432.1|PACid_19660142		
OG0031901	AT3G14452.1|PACid_19660143		
OG0031902	AT3G62499.1|PACid_19660160		
OG0031903	AT3G22022.1|PACid_19660177		
OG0031904	AT3G55050.1|PACid_19660187		
OG0031905	AT3G04770.1|PACid_19660215		
OG0031906	AT3G03776.1|PACid_19660221		
OG0031907	AT3G51940.1|PACid_19660255		
OG0031908	AT3G27580.1|PACid_19660256		
OG0031909	AT3G09863.1|PACid_19660263		
OG0031910	AT3G27415.1|PACid_19660268		
OG0031911	AT3G18957.1|PACid_19660275		
OG0031912	AT3G17120.1|PACid_19660276		
OG0031913	AT3G05746.1|PACid_19660279		
OG0031914	AT3G61180.1|PACid_19660280		
OG0031915	AT3G04903.1|PACid_19660281		
OG0031916	AT3G57958.1|PACid_19660287		
OG0031917	AT3G24929.1|PACid_19660293		
OG0031918	AT3G45110.1|PACid_19660307		
OG0031919	AT3G29791.1|PACid_19660316		
OG0031920	AT3G21450.1|PACid_19660320		
OG0031921	AT3G60328.1|PACid_19660325		
OG0031922	AT3G26770.1|PACid_19660343		
OG0031923	AT3G15770.1|PACid_19660355		
OG0031924	AT3G25220.1|PACid_19660365		
OG0031925	AT3G20450.1|PACid_19660371		
OG0031926	AT3G53060.1|PACid_19660373		
OG0031927	AT3G17261.1|PACid_19660375		
OG0031928	AT3G31068.1|PACid_19660388		
OG0031929	AT3G57370.1|PACid_19660392		
OG0031930	AT3G19035.1|PACid_19660396		
OG0031931	AT3G30845.1|PACid_19660405		
OG0031932	AT3G23690.1|PACid_19660411		
OG0031933	AT3G25233.1|PACid_19660416		
OG0031934	AT3G03800.1|PACid_19660424		
OG0031935	AT3G45870.1|PACid_19660426		
OG0031936	AT3G04721.1|PACid_19660440		
OG0031937	AT3G09480.1|PACid_19660448		
OG0031938	AT3G03170.1|PACid_19660454		
OG0031939	AT3G13435.1|PACid_19660456		
OG0031940	AT3G12850.1|PACid_19660467		
OG0031941	AT3G32905.1|PACid_19660488		
OG0031942	AT3G06090.1|PACid_19660500		
OG0031943	AT3G28440.1|PACid_19660522		
OG0031944	AT3G45180.1|PACid_19660530		
OG0031945	AT3G07290.1|PACid_19660533		
OG0031946	AT3G43572.1|PACid_19660534		
OG0031947	AT3G50651.1|PACid_19660541		
OG0031948	AT3G12775.1|PACid_19660551		
OG0031949	AT3G05602.1|PACid_19660572		
OG0031950	AT3G22968.1|PACid_19660577		
OG0031951	AT3G07500.1|PACid_19660585		
OG0031952	AT3G63420.1|PACid_19660630		
OG0031953	AT3G22920.1|PACid_19660652		
OG0031954	AT3G21320.1|PACid_19660653		
OG0031955	AT3G07920.1|PACid_19660668		
OG0031956	AT3G51057.1|PACid_19660672		
OG0031957	AT3G48185.1|PACid_19660681		
OG0031958	AT3G13403.1|PACid_19660693		
OG0031959	AT3G48760.1|PACid_19660726		
OG0031960	AT3G44780.1|PACid_19660742		
OG0031961	AT3G60020.1|PACid_19660748		
OG0031962	AT3G27416.1|PACid_19660750		
OG0031963	AT3G53611.1|PACid_19660787		
OG0031964	AT3G60310.1|PACid_19660791		
OG0031965	AT3G09162.1|PACid_19660799		
OG0031966	AT3G60490.1|PACid_19660859		
OG0031967	AT3G19700.1|PACid_19660866		
OG0031968	AT3G30320.1|PACid_19660876		
OG0031969	AT3G24210.1|PACid_19660881		
OG0031970	AT3G04430.1|PACid_19660883		
OG0031971	AT3G46904.1|PACid_19660884		
OG0031972	AT3G29330.2|PACid_19660893		
OG0031973	AT3G49051.1|PACid_19660895		
OG0031974	AT3G19184.1|PACid_19660920		
OG0031975	AT3G26510.5|PACid_19660926		
OG0031976	AT3G25011.1|PACid_19660936		
OG0031977	AT3G51110.1|PACid_19660944		
OG0031978	AT3G62000.2|PACid_19660948		
OG0031979	AT3G25099.1|PACid_19660954		
OG0031980	AT3G16380.1|PACid_19660955		
OG0031981	AT3G12570.1|PACid_19660963		
OG0031982	AT3G16850.1|PACid_19660978		
OG0031983	AT3G13229.1|PACid_19660988		
OG0031984	AT3G28193.1|PACid_19660991		
OG0031985	AT3G20210.1|PACid_19660998		
OG0031986	AT3G14460.1|PACid_19661004		
OG0031987	AT3G56080.1|PACid_19661009		
OG0031988	AT3G01319.1|PACid_19661026		
OG0031989	AT3G18291.1|PACid_19661042		
OG0031990	AT3G50510.1|PACid_19661044		
OG0031991	AT3G44326.1|PACid_19661057		
OG0031992	AT3G50890.1|PACid_19661060		
OG0031993	AT3G30222.1|PACid_19661064		
OG0031994	AT3G55040.1|PACid_19661072		
OG0031995	AT3G62590.1|PACid_19661075		
OG0031996	AT3G50022.1|PACid_19661087		
OG0031997	AT3G48208.1|PACid_19661113		
OG0031998	AT3G01530.1|PACid_19661114		
OG0031999	AT3G47100.1|PACid_19661121		
OG0032000	AT3G23370.1|PACid_19661135		
OG0032001	AT3G03456.1|PACid_19661138		
OG0032002	AT3G53780.2|PACid_19661149		
OG0032003	AT3G51220.1|PACid_19661174		
OG0032004	AT3G60650.1|PACid_19661192		
OG0032005	AT3G48344.1|PACid_19661201		
OG0032006	AT3G60520.1|PACid_19661206		
OG0032007	AT3G47710.1|PACid_19661212		
OG0032008	AT3G47341.1|PACid_19661214		
OG0032009	AT3G01740.1|PACid_19661220		
OG0032010	AT3G07250.1|PACid_19661227		
OG0032011	AT3G54270.1|PACid_19661234		
OG0032012	AT3G61763.1|PACid_19661238		
OG0032013	AT3G44950.1|PACid_19661248		
OG0032014	AT3G11000.2|PACid_19661258		
OG0032015	AT3G24216.1|PACid_19661280		
OG0032016	AT3G01960.1|PACid_19661291		
OG0032017	AT3G61678.1|PACid_19661292		
OG0032018	AT3G46206.1|PACid_19661311		
OG0032019	AT3G09790.1|PACid_19661312		
OG0032020	AT3G14981.1|PACid_19661313		
OG0032021	AT3G25221.1|PACid_19661320		
OG0032022	AT3G04750.1|PACid_19661321		
OG0032023	AT3G59820.2|PACid_19661325		
OG0032024	AT3G56170.1|PACid_19661346		
OG0032025	AT3G15111.1|PACid_19661357		
OG0032026	AT3G60897.1|PACid_19661379		
OG0032027	AT3G08610.1|PACid_19661394		
OG0032028	AT3G29034.1|PACid_19661405		
OG0032029	AT3G05460.1|PACid_19661409		
OG0032030	AT3G46616.1|PACid_19661417		
OG0032031	AT3G61827.1|PACid_19661448		
OG0032032	AT3G13630.1|PACid_19661449		
OG0032033	AT3G15670.1|PACid_19661463		
OG0032034	AT3G18535.1|PACid_19661464		
OG0032035	AT3G03930.1|PACid_19661481		
OG0032036	AT3G11600.1|PACid_19661488		
OG0032037	AT3G26445.1|PACid_19661496		
OG0032038	AT3G03320.1|PACid_19661506		
OG0032039	AT3G23570.1|PACid_19661507		
OG0032040	AT3G05300.1|PACid_19661517		
OG0032041	AT3G56550.1|PACid_19661534		
OG0032042	AT3G13150.1|PACid_19661538		
OG0032043	AT3G07273.1|PACid_19661548		
OG0032044	AT3G62907.1|PACid_19661562		
OG0032045	AT3G43402.1|PACid_19661565		
OG0032046	AT3G07610.3|PACid_19661569		
OG0032047	AT3G27809.1|PACid_19661575		
OG0032048	AT3G43930.1|PACid_19661579		
OG0032049	AT3G42130.1|PACid_19661582		
OG0032050	AT3G25160.1|PACid_19661594		
OG0032051	AT3G20270.1|PACid_19661606		
OG0032052	AT3G05820.1|PACid_19661635		
OG0032053	AT3G25014.1|PACid_19661637		
OG0032054	AT3G29431.1|PACid_19661638		
OG0032055	AT3G01900.1|PACid_19661649		
OG0032056	AT3G45820.1|PACid_19661658		
OG0032057	AT3G15300.1|PACid_19661699		
OG0032058	AT3G45450.1|PACid_19661701		
OG0032059	AT3G56610.1|PACid_19661715		
OG0032060	AT3G49380.1|PACid_19661717		
OG0032061	AT3G01830.1|PACid_19661738		
OG0032062	AT3G28630.1|PACid_19661754		
OG0032063	AT3G02030.1|PACid_19661761		
OG0032064	AT3G28007.1|PACid_19661763		
OG0032065	AT3G32920.1|PACid_19661781		
OG0032066	AT3G20900.1|PACid_19661783		
OG0032067	AT3G20395.1|PACid_19661788		
OG0032068	AT3G61826.1|PACid_19661794		
OG0032069	AT3G19055.1|PACid_19661799		
OG0032070	AT3G18282.1|PACid_19661820		
OG0032071	AT3G24600.1|PACid_19661821		
OG0032072	AT3G26561.1|PACid_19661844		
OG0032073	AT3G51920.1|PACid_19661845		
OG0032074	AT3G55566.1|PACid_19661846		
OG0032075	AT3G20250.1|PACid_19661850		
OG0032076	AT3G16300.1|PACid_19661860		
OG0032077	AT3G51490.2|PACid_19661890		
OG0032078	AT3G62730.1|PACid_19661894		
OG0032079	AT3G60560.1|PACid_19661902		
OG0032080	AT3G15720.1|PACid_19661914		
OG0032081	AT3G04310.1|PACid_19661916		
OG0032082	AT3G06870.1|PACid_19661917		
OG0032083	AT3G02970.1|PACid_19661918		
OG0032084	AT3G04370.1|PACid_19661927		
OG0032085	AT3G62970.1|PACid_19661930		
OG0032086	AT3G43623.1|PACid_19661937		
OG0032087	AT3G27940.1|PACid_19661970		
OG0032088	AT3G60286.1|PACid_19661976		
OG0032089	AT3G43790.3|PACid_19662003		
OG0032090	AT3G53294.1|PACid_19662016		
OG0032091	AT3G01961.1|PACid_19662023		
OG0032092	AT3G16851.1|PACid_19662024		
OG0032093	AT3G61810.1|PACid_19662030		
OG0032094	AT3G54490.1|PACid_19662043		
OG0032095	AT3G55920.1|PACid_19662055		
OG0032096	AT3G62528.1|PACid_19662061		
OG0032097	AT3G61829.1|PACid_19662070		
OG0032098	AT3G16712.1|PACid_19662081		
OG0032099	AT3G19690.1|PACid_19662092		
OG0032100	AT3G08790.1|PACid_19662093		
OG0032101	AT3G44690.1|PACid_19662099		
OG0032102	AT3G46380.1|PACid_19662107		
OG0032103	AT3G28120.1|PACid_19662129		
OG0032104	AT3G30260.1|PACid_19662130		
OG0032105	AT3G11260.1|PACid_19662158		
OG0032106	AT3G09540.1|PACid_19662160		
OG0032107	AT3G28190.1|PACid_19662169		
OG0032108	AT3G25710.1|PACid_19662173		
OG0032109	AT3G13190.1|PACid_19662194		
OG0032110	AT3G15590.1|PACid_19662199		
OG0032111	AT3G57072.1|PACid_19662209		
OG0032112	AT3G24150.1|PACid_19662224		
OG0032113	AT3G62422.1|PACid_19662237		
OG0032114	AT3G57160.1|PACid_19662243		
OG0032115	AT3G20180.1|PACid_19662263		
OG0032116	AT3G10405.1|PACid_19662280		
OG0032117	AT3G49860.1|PACid_19662285		
OG0032118	AT3G24220.1|PACid_19662291		
OG0032119	AT3G20460.1|PACid_19662314		
OG0032120	AT3G15400.1|PACid_19662316		
OG0032121	AT3G45910.1|PACid_19662328		
OG0032122	AT3G13857.1|PACid_19662343		
OG0032123	AT3G10910.1|PACid_19662347		
OG0032124	AT3G17520.1|PACid_19662353		
OG0032125	AT3G43290.1|PACid_19662368		
OG0032126	AT3G43682.1|PACid_19662378		
OG0032127	AT3G45673.1|PACid_19662388		
OG0032128	AT3G43583.1|PACid_19662390		
OG0032129	AT3G48570.1|PACid_19662400		
OG0032130	AT3G53800.1|PACid_19662407		
OG0032131	AT3G26540.1|PACid_19662420		
OG0032132	AT3G17626.1|PACid_19662425		
OG0032133	AT3G44440.1|PACid_19662428		
OG0032134	AT3G42728.1|PACid_19662429		
OG0032135	AT3G61947.1|PACid_19662438		
OG0032136	AT3G29385.1|PACid_19662445		
OG0032137	AT3G22275.1|PACid_19662456		
OG0032138	AT3G43420.1|PACid_19662482		
OG0032139	AT3G45150.1|PACid_19662487		
OG0032140	AT3G48630.1|PACid_19662489		
OG0032141	AT3G55370.3|PACid_19662490		
OG0032142	AT3G14431.1|PACid_19662503		
OG0032143	AT3G20966.1|PACid_19662506		
OG0032144	AT3G52561.1|PACid_19662519		
OG0032145	AT3G59370.1|PACid_19662520		
OG0032146	AT3G46980.3|PACid_19662522		
OG0032147	AT3G45000.1|PACid_19662526		
OG0032148	AT3G51680.1|PACid_19662528		
OG0032149	AT3G43850.1|PACid_19662534		
OG0032150	AT3G63060.1|PACid_19662537		
OG0032151	AT3G21520.1|PACid_19662539		
OG0032152	AT3G49650.1|PACid_19662550		
OG0032153	AT3G55573.1|PACid_19662555		
OG0032154	AT3G13433.1|PACid_19662571		
OG0032155	AT3G48346.1|PACid_19662578		
OG0032156	AT3G27220.1|PACid_19662585		
OG0032157	AT3G44261.1|PACid_19662589		
OG0032158	AT3G12840.1|PACid_19662601		
OG0032159	AT3G30768.1|PACid_19662635		
OG0032160	AT3G02390.2|PACid_19662641		
OG0032161	AT3G13140.1|PACid_19662646		
OG0032162	AT3G54802.1|PACid_19662648		
OG0032163	AT3G55890.1|PACid_19662655		
OG0032164	AT3G28180.1|PACid_19662684		
OG0032165	AT3G22436.1|PACid_19662695		
OG0032166	AT3G16280.1|PACid_19662699		
OG0032167	AT3G19460.2|PACid_19662712		
OG0032168	AT3G55646.1|PACid_19662733		
OG0032169	AT3G23860.1|PACid_19662740		
OG0032170	AT3G19670.1|PACid_19662765		
OG0032171	AT3G50123.1|PACid_19662772		
OG0032172	AT3G25013.1|PACid_19662773		
OG0032173	AT3G02875.1|PACid_19662780		
OG0032174	AT3G24810.1|PACid_19662791		
OG0032175	AT3G02140.1|PACid_19662792		
OG0032176	AT3G01572.1|PACid_19662799		
OG0032177	AT3G50350.1|PACid_19662803		
OG0032178	AT3G15395.1|PACid_19662849		
OG0032179	AT3G13404.1|PACid_19662857		
OG0032180	AT3G50030.1|PACid_19662869		
OG0032181	AT3G50110.1|PACid_19662887		
OG0032182	AT3G04640.1|PACid_19662895		
OG0032183	AT3G17600.1|PACid_19662904		
OG0032184	AT3G15604.1|PACid_19662953		
OG0032185	AT3G23245.1|PACid_19662957		
OG0032186	AT3G03880.1|PACid_19662996		
OG0032187	AT3G63020.1|PACid_19662997		
OG0032188	AT3G13540.1|PACid_19663000		
OG0032189	AT3G06420.1|PACid_19663011		
OG0032190	AT3G56260.2|PACid_19663025		
OG0032191	AT3G26030.1|PACid_19663041		
OG0032192	AT3G31401.1|PACid_19663050		
OG0032193	AT3G42475.1|PACid_19663051		
OG0032194	AT3G44783.1|PACid_19663054		
OG0032195	AT3G62400.2|PACid_19663068		
OG0032196	AT3G23175.1|PACid_19663074		
OG0032197	AT3G05260.1|PACid_19663113		
OG0032198	AT3G20340.1|PACid_19663114		
OG0032199	AT3G12835.1|PACid_19663117		
OG0032200	AT3G16320.1|PACid_19663122		
OG0032201	AT3G29780.1|PACid_19663124		
OG0032202	AT3G48237.1|PACid_19663127		
OG0032203	AT3G60318.1|PACid_19663137		
OG0032204	AT3G45443.1|PACid_19663141		
OG0032205	AT3G43291.1|PACid_19663145		
OG0032206	AT3G18810.1|PACid_19663149		
OG0032207	AT3G03650.1|PACid_19663159		
OG0032208	AT3G62710.1|PACid_19663163		
OG0032209	AT3G04732.1|PACid_19663164		
OG0032210	AT3G06435.1|PACid_19663168		
OG0032211	AT3G53790.1|PACid_19663169		
OG0032212	AT3G58150.1|PACid_19663172		
OG0032213	AT3G58080.1|PACid_19663183		
OG0032214	AT3G28291.1|PACid_19663188		
OG0032215	AT3G12730.1|PACid_19663193		
OG0032216	AT3G05150.1|PACid_19663222		
OG0032217	AT3G52941.1|PACid_19663229		
OG0032218	AT3G06895.1|PACid_19663242		
OG0032219	AT3G01670.1|PACid_19663248		
OG0032220	AT3G27968.1|PACid_19663249		
OG0032221	AT3G22183.1|PACid_19663252		
OG0032222	AT3G09922.1|PACid_19663256		
OG0032223	AT3G28260.1|PACid_19663270		
OG0032224	AT3G05490.1|PACid_19663272		
OG0032225	AT3G10974.1|PACid_19663299		
OG0032226	AT3G56350.1|PACid_19663302		
OG0032227	AT3G54363.1|PACid_19663306		
OG0032228	AT3G62340.1|PACid_19663331		
OG0032229	AT3G20730.1|PACid_19663332		
OG0032230	AT3G30235.1|PACid_19663334		
OG0032231	AT3G05936.1|PACid_19663335		
OG0032232	AT3G54400.1|PACid_19663338		
OG0032233	AT3G24640.1|PACid_19663340		
OG0032234	AT3G13432.1|PACid_19663342		
OG0032235	AT3G26742.1|PACid_19663349		
OG0032236	AT3G29036.1|PACid_19663354		
OG0032237	AT3G06110.2|PACid_19663372		
OG0032238	AT3G13782.1|PACid_19663384		
OG0032239	AT3G20362.1|PACid_19663385		
OG0032240	AT3G51632.1|PACid_19663388		
OG0032241	AT3G25572.1|PACid_19663399		
OG0032242	AT3G45160.1|PACid_19663401		
OG0032243	AT3G29560.1|PACid_19663405		
OG0032244	AT3G03010.1|PACid_19663408		
OG0032245	AT3G11840.1|PACid_19663445		
OG0032246	AT3G29305.1|PACid_19663447		
OG0032247	AT3G27025.1|PACid_19663454		
OG0032248	AT3G42155.1|PACid_19663476		
OG0032249	AT3G59052.1|PACid_19663478		
OG0032250	AT3G52400.1|PACid_19663495		
OG0032251	AT3G24225.1|PACid_19663497		
OG0032252	AT3G54800.1|PACid_19663505		
OG0032253	AT3G62280.1|PACid_19663507		
OG0032254	AT3G45280.1|PACid_19663512		
OG0032255	AT3G57062.1|PACid_19663517		
OG0032256	AT3G28880.1|PACid_19663530		
OG0032257	AT3G54960.1|PACid_19663540		
OG0032258	AT3G47543.1|PACid_19663554		
OG0032259	AT3G20750.1|PACid_19663561		
OG0032260	AT3G30769.1|PACid_19663571		
OG0032261	AT3G44784.1|PACid_19663572		
OG0032262	AT3G51410.1|PACid_19663579		
OG0032263	AT3G05345.1|PACid_19663584		
OG0032264	AT3G26539.1|PACid_19663587		
OG0032265	AT3G15359.1|PACid_19663595		
OG0032266	AT3G25880.1|PACid_19663599		
OG0032267	AT3G11490.1|PACid_19663607		
OG0032268	AT3G54930.1|PACid_19663611		
OG0032269	AT3G06500.1|PACid_19663614		
OG0032270	AT3G56500.1|PACid_19663629		
OG0032271	AT3G10815.1|PACid_19663651		
OG0032272	AT3G04140.1|PACid_19663652		
OG0032273	AT3G23172.1|PACid_19663654		
OG0032274	AT3G55910.1|PACid_19663659		
OG0032275	AT3G50360.1|PACid_19663660		
OG0032276	AT3G20555.1|PACid_19663663		
OG0032277	AT3G53235.1|PACid_19663665		
OG0032278	AT3G03100.1|PACid_19663672		
OG0032279	AT3G49160.1|PACid_19663694		
OG0032280	AT3G13910.1|PACid_19663698		
OG0032281	AT3G52700.1|PACid_19663703		
OG0032282	AT3G03600.1|PACid_19663726		
OG0032283	AT3G30456.1|PACid_19663728		
OG0032284	AT3G15909.1|PACid_19663732		
OG0032285	AT3G10595.1|PACid_19663739		
OG0032286	AT3G51636.1|PACid_19663756		
OG0032287	AT3G28899.1|PACid_19663824		
OG0032288	AT3G17190.1|PACid_19663834		
OG0032289	AT3G49220.1|PACid_19663876		
OG0032290	AT3G02440.1|PACid_19663878		
OG0032291	AT3G58877.1|PACid_19663881		
OG0032292	AT3G55970.1|PACid_19663940		
OG0032293	AT3G01175.1|PACid_19663943		
OG0032294	AT3G26490.1|PACid_19663944		
OG0032295	AT3G12820.1|PACid_19663949		
OG0032296	AT3G14205.1|PACid_19663952		
OG0032297	AT3G04181.1|PACid_19663971		
OG0032298	AT3G09975.1|PACid_19663991		
OG0032299	AT3G11930.3|PACid_19663999		
OG0032300	AT3G46666.1|PACid_19664005		
OG0032301	AT3G13370.1|PACid_19664006		
OG0032302	AT3G26050.1|PACid_19664015		
OG0032303	AT3G33494.1|PACid_19664016		
OG0032304	AT3G16050.1|PACid_19664020		
OG0032305	AT3G05425.1|PACid_19664040		
OG0032306	AT3G30391.1|PACid_19664056		
OG0032307	AT3G30705.1|PACid_19664087		
